"Lect_vs_Lect","Distance"
"Ao Naga vs. Central Bai",2.78315945735132
"Ao Naga vs. Central Chong",2.48665693116993
"Ao Naga vs. Central Hongshuihe Zhuang",1.73764664072409
"Ao Naga vs. Central Khmer",4.40979938288395
"Ao Naga vs. Chak",7.04661670044827
"Ao Naga vs. Chintang",3.73132876006104
"Ao Naga vs. Chitwania Tharu",3.69587207033719
"Ao Naga vs. Chong of Chanthaburi",2.72840756530916
"Ao Naga vs. Chothe",2.98145354858456
"Ao Naga vs. Chukchi",3.75220145229873
"Ao Naga vs. Chut",2.38037270005504
"Ao Naga vs. Chuvash",4.05732259087909
"Ao Naga vs. Cosao",1.04765463869551
"Ao Naga vs. Cypriot Arabic",4.28789181002089
"Ao Naga vs. Daai Chin",2.60956547245175
"Ao Naga vs. Dagur",3.75885365651336
"Ao Naga vs. Daman-Diu Portuguese",3.22966874185689
"Ao Naga vs. Dandami Maria",4.71095632293929
"Ao Naga vs. Danish",5.33625792896957
"Ao Naga vs. Daohua",2.39459990347771
"Ao Naga vs. Dari",2.65731201017737
"Ao Naga vs. Darma",3.39634285343269
"Ao Naga vs. Deori",3.11033225860401
"Ao Naga vs. Dhimal",3.21023408030649
"Ao Naga vs. Dhivehi",2.54578077322633
"Ao Naga vs. Domari",4.48039332976029
"Ao Naga vs. Dongxiang",4.44909878123794
"Ao Naga vs. Duhumbi",3.71111507426128
"Ao Naga vs. Dumi",3.39486142991084
"Ao Naga vs. Dungan",2.10475498493137
"Ao Naga vs. Duoluo Gelao",1.55626039606782
"Ao Naga vs. Dutch",3.89928489785596
"Ao Naga vs. Dzongkha",3.83594048519018
"Ao Naga vs. E",2.36395500620583
"Ao Naga vs. Eastern Katu",3.18311668117527
"Ao Naga vs. Eastern Kayah",3.03621485960129
"Ao Naga vs. Eastern Magar",4.79506940274257
"Ao Naga vs. Eastern Newari",3.22155732762962
"Ao Naga vs. Eastern Panjabi",2.59144253207814
"Ao Naga vs. Eastern Tamang",2.43575268889157
"Ao Naga vs. Enu",2.55327989695939
"Ao Naga vs. Ersu",3.19561505734097
"Ao Naga vs. Estonian Swedish",3.86782207567467
"Ao Naga vs. Evenki",3.75783402890488
"Ao Naga vs. Forest Enets",3.3437460609251
"Ao Naga vs. French",4.94719847902819
"Ao Naga vs. Friulian",5.18461667957393
"Ao Naga vs. Galo",2.93328152415492
"Ao Naga vs. Gan Chinese",1.77667492323931
"Ao Naga vs. Gata'",3.58393490465867
"Ao Naga vs. Georgian",8.4270796775575
"Ao Naga vs. German",6.27419064442753
"Ao Naga vs. Gheg Albanian",5.92057884672151
"Ao Naga vs. Gilaki",4.18648551176029
"Ao Naga vs. Godoberi",3.57465647821474
"Ao Naga vs. Godwari",2.79852047487797
"Ao Naga vs. Gujarati",5.27619730675419
"Ao Naga vs. Gurani",4.94036711383201
"Ao Naga vs. Hakka Chinese",2.43350635651397
"Ao Naga vs. Halbi",4.03742785854949
"Ao Naga vs. Halh Mongolian",5.07627793765566
"Ao Naga vs. Hills Karbi",1.73051111325162
"Ao Naga vs. Hindi",4.09441307833898
"Ao Naga vs. Hinuq",2.41476174864845
"Ao Naga vs. Hmong Njua",2.89319937519491
"Ao Naga vs. Hokkaido Ainu",3.7609234597164
"Ao Naga vs. Honi",1.54919620641485
"Ao Naga vs. Hui Chinese",1.76758754954467
"Ao Naga vs. Hungarian",5.14167071139186
"Ao Naga vs. Icelandic",4.83548005573001
"Ao Naga vs. Ingrian",2.54566793701394
"Ao Naga vs. Irula of the Nilgiri",4.17313076958482
"Ao Naga vs. Italian",3.42684294875802
"Ao Naga vs. Iu Mien",2.36759465823813
"Ao Naga vs. Japanese",3.50371851910574
"Ao Naga vs. Japhug",5.30287623719323
"Ao Naga vs. Jarawa (India)",3.59439006089977
"Ao Naga vs. Jejueo",2.77542429029959
"Ao Naga vs. Jennu Kurumba",3.85472498655287
"Ao Naga vs. Jerung",2.52746025100883
"Ao Naga vs. Jinyu Chinese",2.24721063275388
"Ao Naga vs. Jiongnai Bunu",2.56499314679792
"Ao Naga vs. Kabardian",4.98130024467335
"Ao Naga vs. Kadar",2.9486288517359
"Ao Naga vs. Kado",2.37026575342381
"Ao Naga vs. Kaduo",1.59333812470096
"Ao Naga vs. Kashmiri",3.11246618451036
"Ao Naga vs. Kathmandu Valley Newari",2.70621442248057
"Ao Naga vs. Katso",3.00024465464078
"Ao Naga vs. Kayan Lahwi",1.90744393374508
"Ao Naga vs. Kazakh",4.00672206682616
"Ao Naga vs. Kelantan-Pattani Malay",3.68341625653478
"Ao Naga vs. Ket",3.85788173824586
"Ao Naga vs. Khams Tibetan",1.94134156380694
"Ao Naga vs. Khasi",5.01550242693082
"Ao Naga vs. Khezha Naga",2.44501333290786
"Ao Naga vs. Khinalug",5.49718946511603
"Ao Naga vs. Khmu",2.95943745578584
"Ao Naga vs. Kirghiz",3.82438441762428
"Ao Naga vs. Kirmanjki",3.06228776911808
"Ao Naga vs. Kman",2.09019935351067
"Ao Naga vs. Kodava",4.15299151642123
"Ao Naga vs. Koi",2.79015560515366
"Ao Naga vs. Koireng",1.44843778990887
"Ao Naga vs. Komi-Zyrian",4.15909760576856
"Ao Naga vs. Konda-Dora",3.9921033984262
"Ao Naga vs. Konkan Marathi",4.45313566111696
"Ao Naga vs. Korean",2.55883125783405
"Ao Naga vs. Korku",4.04728581035863
"Ao Naga vs. Korra Koraga",4.20290825636707
"Ao Naga vs. Koryak",3.60982848801358
"Ao Naga vs. Kotia-Adivasi Oriya-Desiya",3.86237356050508
"Ao Naga vs. Kucong",1.66139565651333
"Ao Naga vs. Kui (India)",4.36759895626692
"Ao Naga vs. Kumaoni",3.99343671037994
"Ao Naga vs. Kumarbhag Paharia",4.61715988494545
"Ao Naga vs. Kumyk",4.28854662213418
"Ao Naga vs. Kurtokha",1.818645042978
"Ao Naga vs. Kuy",3.22180750403814
"Ao Naga vs. Kyerung",3.11357460231512
"Ao Naga vs. Lachi",2.63900597830693
"Ao Naga vs. Ladino",3.04695313502539
"Ao Naga vs. Lahu",2.74120737164147
"Ao Naga vs. Lak",4.34764820213565
"Ao Naga vs. Lakkia",2.18269891791791
"Ao Naga vs. Lambadi",4.1385067596126
"Ao Naga vs. Lamjung-Melamchi Yolmo",3.10322533129232
"Ao Naga vs. Lao",2.1211658674375
"Ao Naga vs. Lashi",1.25213996696446
"Ao Naga vs. Laven",4.2781097367519
"Ao Naga vs. Laz",5.29364653709231
"Ao Naga vs. Leh Ladakhi",4.49452463616459
"Ao Naga vs. Lepcha",4.18700481779164
"Ao Naga vs. Lhomi",3.09772870071693
"Ao Naga vs. Liangmai Naga",1.71860616035629
"Ao Naga vs. Limbu",4.33435510792124
"Ao Naga vs. Lisu",2.62241806113025
"Ao Naga vs. Longchuan Achang",1.90366746276267
"Ao Naga vs. Macedonian",5.14856465815735
"Ao Naga vs. Maithili",3.77505289072436
"Ao Naga vs. Malacca-Batavia Portuguese Creole",2.33415647319521
"Ao Naga vs. Malavedan",3.94010589537411
"Ao Naga vs. Malayalam",3.3978182905054
"Ao Naga vs. Manchu",2.48193265998974
"Ao Naga vs. Mandarin Chinese",1.27541702844018
"Ao Naga vs. Mang",1.53669007589346
"Ao Naga vs. Mangghuer",4.46930368008654
"Ao Naga vs. Manipuri",3.82469710165967
"Ao Naga vs. Mao Naga",3.18522017314548
"Ao Naga vs. Maonan",3.62441470040171
"Ao Naga vs. Maram Naga",3.43524615761579
"Ao Naga vs. Marathi",2.68393883565787
"Ao Naga vs. Marwari (India)",2.91901498260803
"Ao Naga vs. Mewati",3.75591632346015
"Ao Naga vs. Milang",2.27999067302029
"Ao Naga vs. Min Bei Chinese",1.92642871041579
"Ao Naga vs. Min Nan Chinese",2.04197004874379
"Ao Naga vs. Miyako",3.13762639113921
"Ao Naga vs. Mlabri",4.32631163425035
"Ao Naga vs. Modern Greek",3.83248493722434
"Ao Naga vs. Moken",2.83410711699173
"Ao Naga vs. Mon",2.86342955072379
"Ao Naga vs. Mongghul",3.40213484233026
"Ao Naga vs. Moyon",3.10778647790994
"Ao Naga vs. Muduga",3.96830397377736
"Ao Naga vs. Mulam",2.40195249558095
"Ao Naga vs. Mundari",2.52559301565305
"Ao Naga vs. Nanai",2.6307096419227
"Ao Naga vs. Narua",3.09548459827363
"Ao Naga vs. Naukan Yupik",3.75638786048892
"Ao Naga vs. Negidal",2.96206421813791
"Ao Naga vs. Neo-Mandaic",4.2509175832355
"Ao Naga vs. Nepali",4.71871773508151
"Ao Naga vs. Nganasan",3.10744671732222
"Ao Naga vs. Nihali",4.47208797320103
"Ao Naga vs. Nimadi",3.45036178987845
"Ao Naga vs. Nocte Naga",3.62705812775472
"Ao Naga vs. North Azerbaijani",4.34722074628905
"Ao Naga vs. North-Central Dargwa",4.29609899031341
"Ao Naga vs. Northeastern Thai",1.95198951161559
"Ao Naga vs. Northern Jinghpaw",1.36468401165379
"Ao Naga vs. Northern Pashto",3.70635462598023
"Ao Naga vs. Northern Pinghua",1.79987314562952
"Ao Naga vs. Northern Pumi",3.10076359743105
"Ao Naga vs. Northern Thai",2.25678786128138
"Ao Naga vs. Northern Yukaghir",3.84738277149215
"Ao Naga vs. Northwestern Kolami",4.42241508260389
"Ao Naga vs. Nung (Myanmar)",2.3730639534619
"Ao Naga vs. Nuristani Kalasha",4.2821496646878
"Ao Naga vs. Nyahkur",3.74999135037922
"Ao Naga vs. Odia",2.474519606055
"Ao Naga vs. Oki-No-Erabu",2.39916587433913
"Ao Naga vs. Oroch",2.56679889699617
"Ao Naga vs. Ostfränkisch",7.0613661583136
"Ao Naga vs. Pa-Hng",3.37626185990819
"Ao Naga vs. Pacoh",2.87542272869036
"Ao Naga vs. Paite Chin",1.85936490461063
"Ao Naga vs. Pela",1.12339585316286
"Ao Naga vs. Peripheral Mongolian",3.16361256786037
"Ao Naga vs. Phom Naga",1.22665867788519
"Ao Naga vs. Piemontese",5.10163442282172
"Ao Naga vs. Pite Saami",3.73275356331172
"Ao Naga vs. Pnar",4.11836450037507
"Ao Naga vs. Pontic",4.61192350034103
"Ao Naga vs. Portuguese",2.92010519420962
"Ao Naga vs. Pu-Xian Chinese",1.85756850298756
"Ao Naga vs. Purik-Sham-Nubra",4.98450572407606
"Ao Naga vs. Pwo Eastern Karen",2.66403458460636
"Ao Naga vs. Rabha",2.1865341807438
"Ao Naga vs. Rajbanshi",2.32769955568333
"Ao Naga vs. Ravula",3.77881733698448
"Ao Naga vs. Russia Buriat",2.54178602899241
"Ao Naga vs. Russian",5.70701661230439
"Ao Naga vs. Rutul",4.33950273275224
"Ao Naga vs. Sadri",3.84997905876791
"Ao Naga vs. Sadu",1.49895202379878
"Ao Naga vs. Sakha",2.95067377137295
"Ao Naga vs. Sangkong",1.63702270629464
"Ao Naga vs. Sani",3.64856150046244
"Ao Naga vs. Santali",2.47769317442402
"Ao Naga vs. Saurashtra",4.22406071133318
"Ao Naga vs. Sedang",3.7106915108342
"Ao Naga vs. Selkup",3.60321554617836
"Ao Naga vs. Semelai",3.6042579039592
"Ao Naga vs. Shixing",2.12041162067726
"Ao Naga vs. Sholaga",3.96456013283459
"Ao Naga vs. Sichuan Yi",4.37887379666
"Ao Naga vs. Sikkimese",1.798633707993
"Ao Naga vs. Sindhi",4.07508988067867
"Ao Naga vs. Sinhala",3.06468612596725
"Ao Naga vs. Situ",5.19774562330459
"Ao Naga vs. Solu-Khumbu Sherpa",2.98885884413927
"Ao Naga vs. Sora",2.59562216340509
"Ao Naga vs. South Azerbaijani",3.82443540985019
"Ao Naga vs. South Wa",2.71859746304978
"Ao Naga vs. Southeast Pashayi",1.7940043755736
"Ao Naga vs. Southern Altai",3.73368590802493
"Ao Naga vs. Southern Amami-Oshima",2.81208093244548
"Ao Naga vs. Southern Jinghpaw",2.23277877665725
"Ao Naga vs. Southern Pashto",3.85698083809654
"Ao Naga vs. Southern Pumi",2.06951403702072
"Ao Naga vs. Southern Qiang",2.0638404447231
"Ao Naga vs. Southern Rengma Naga",1.60631158023652
"Ao Naga vs. Southern Yukaghir",3.91218556081624
"Ao Naga vs. Southwestern Dargwa",4.35284027627168
"Ao Naga vs. Sri Lanka Malay",4.19297319741953
"Ao Naga vs. Standard Malay",3.60920147962813
"Ao Naga vs. Stau-Dgebshes",4.39293084366789
"Ao Naga vs. Sui",2.70315701671813
"Ao Naga vs. Sunwar",2.93853272746755
"Ao Naga vs. Tai Do-Mene-Yo",2.43175780568046
"Ao Naga vs. Tamil",2.96389004332619
"Ao Naga vs. Tangam",3.97209313632991
"Ao Naga vs. Tatar",3.87995941178654
"Ao Naga vs. Thado Chin",0.995044353900757
"Ao Naga vs. Thai",2.48677531766632
"Ao Naga vs. Thakali",3.38096818771619
"Ao Naga vs. Thangmi",2.91971648922774
"Ao Naga vs. Thulung",3.5565747050199
"Ao Naga vs. Tibetan",3.10994223243952
"Ao Naga vs. Toda",3.71817433898617
"Ao Naga vs. Tsat",1.43902662935765
"Ao Naga vs. Tsez",3.77876310244691
"Ao Naga vs. Tshangla",2.49368297418625
"Ao Naga vs. Tulu",4.57360564259006
"Ao Naga vs. Tundra Nenets",3.6127398959408
"Ao Naga vs. Tuvinian",3.69731934652206
"Ao Naga vs. Udihe",3.52039139757789
"Ao Naga vs. Uighur",4.12446437676978
"Ao Naga vs. Vaagri Booli",4.08317134058261
"Ao Naga vs. Vach-Vasjugan",3.68930384298708
"Ao Naga vs. Varhadi-Nagpuri",3.53355332817376
"Ao Naga vs. Vietnamese",2.64966786564086
"Ao Naga vs. Waddar",4.53287672373653
"Ao Naga vs. Wambule",3.65475398948003
"Ao Naga vs. Wayu",2.77352616095303
"Ao Naga vs. Welsh",4.15123266532305
"Ao Naga vs. West Yugur",2.81151747059669
"Ao Naga vs. Western Armenian",4.99045512761316
"Ao Naga vs. Western Magar",4.3938998972725
"Ao Naga vs. Western Muya",3.62855552132861
"Ao Naga vs. Western Ong-Be",1.55300633316327
"Ao Naga vs. Western Parbate Kham",2.41555708593611
"Ao Naga vs. Western Puroik",4.02983158730747
"Ao Naga vs. Western Tamang",1.75038116455206
"Ao Naga vs. Western Xiangxi Miao",2.76470605183762
"Ao Naga vs. Westphalic",4.99597102943355
"Ao Naga vs. Wu Chinese",1.71073674811949
"Ao Naga vs. Wuding-Luquan Yi",2.72983333904668
"Ao Naga vs. Wutunhua",4.34571396675044
"Ao Naga vs. Yakkha",3.66631197332872
"Ao Naga vs. Yerong-Southern Buyang",1.58462790194683
"Ao Naga vs. Yongbei Zhuang",1.70975841733763
"Ao Naga vs. Youle Jinuo",2.28817254823355
"Ao Naga vs. Yue Chinese",3.39625805099409
"Ao Naga vs. Zaiwa",3.48823401700839
"Ao Naga vs. Zauzou",2.64682162918723
"Ao Naga vs. Zbu",4.69362864735684
"Ao Naga vs. Zeme Naga",1.19763509038406
"Archi vs. Archi",0
"Archi vs. Aromanian",7.80957090724342
"Archi vs. Arpitan",4.28943329854364
"Archi vs. Arvanitika Albanian",3.48122958753439
"Archi vs. Asho Chin",3.81454312154385
"Archi vs. Assamese",3.18285962595078
"Archi vs. Asturian-Leonese-Cantabrian",5.39704606671764
"Archi vs. Atong (India)",2.16451438196973
"Archi vs. Avar",0.767069946749611
"Archi vs. Baba Malay",2.70631988042082
"Archi vs. Badaga",2.43873820730243
"Archi vs. Bagvalal",0.521901122424129
"Archi vs. Bantawa",3.26118879700048
"Archi vs. Basque",3.61789306611994
"Archi vs. Betta Kurumba",3.05140385962368
"Archi vs. Bezhta",2.26985509823445
"Archi vs. Bih",3.79216884531705
"Archi vs. Bisu",3.45989349368081
"Archi vs. Biyo",4.30561547384844
"Archi vs. Bodo-Mech",3.70412381925948
"Archi vs. Bolyu",3.75072231839662
"Archi vs. Bonan",2.26704265420236
"Archi vs. Budukh",0.872667487059172
"Archi vs. Bugan",4.4862250252377
"Archi vs. Bujhyal",3.35224937274071
"Archi vs. Bulo Stieng",2.17605866809196
"Archi vs. Bunan",2.38334077388383
"Archi vs. Burmese",4.91507304054005
"Archi vs. Burushaski",1.11144126451559
"Archi vs. Cao Miao",3.98380117114047
"Archi vs. Catalan",3.69639130251545
"Archi vs. Central Bai",5.20920161996651
"Archi vs. Central Chong",3.81120403783193
"Archi vs. Central Hongshuihe Zhuang",4.26640437267239
"Archi vs. Central Khmer",5.55052905363828
"Archi vs. Chak",7.535427412469
"Archi vs. Chintang",2.6688218347304
"Archi vs. Chitwania Tharu",4.03058735975834
"Archi vs. Chong of Chanthaburi",3.36242490827023
"Archi vs. Chothe",2.99241449137439
"Archi vs. Chukchi",2.15305502104531
"Archi vs. Chut",3.54849071759304
"Archi vs. Chuvash",1.12369676415463
"Archi vs. Cosao",3.89673239813369
"Archi vs. Cypriot Arabic",3.48216605000525
"Archi vs. Daai Chin",4.04837951387232
"Archi vs. Dagur",2.28932973887257
"Archi vs. Daman-Diu Portuguese",3.27031284766108
"Archi vs. Dandami Maria",2.27355337192086
"Archi vs. Danish",3.29491614780247
"Archi vs. Daohua",5.11783675179556
"Archi vs. Dari",2.4275794594522
"Archi vs. Darma",3.40008900604938
"Archi vs. Deori",3.14964388682815
"Archi vs. Dhimal",3.6302839906789
"Archi vs. Dhivehi",2.33016619631723
"Archi vs. Domari",3.24839184761801
"Archi vs. Dongxiang",3.46255443713338
"Archi vs. Duhumbi",2.04222243835519
"Archi vs. Dumi",3.82863391768939
"Archi vs. Dungan",4.9448440456662
"Archi vs. Duoluo Gelao",4.65848088541181
"Archi vs. Dutch",3.16525679243738
"Archi vs. Dzongkha",2.10921795679938
"Archi vs. E",4.71901994895326
"Archi vs. Eastern Katu",2.81624918013323
"Archi vs. Eastern Kayah",4.99898537260298
"Archi vs. Eastern Magar",5.29295062057007
"Archi vs. Eastern Newari",3.65138672472885
"Archi vs. Eastern Panjabi",3.17871063109053
"Archi vs. Eastern Tamang",4.08467685385167
"Archi vs. Enu",5.1540725120399
"Archi vs. Ersu",5.48066076856214
"Archi vs. Estonian Swedish",3.29128200642547
"Archi vs. Evenki",1.35376126532941
"Archi vs. Forest Enets",4.28182639231602
"Archi vs. French",4.86462788955698
"Archi vs. Friulian",3.37677360380046
"Archi vs. Galo",3.27626965810984
"Archi vs. Gan Chinese",4.77204207787375
"Archi vs. Gata'",3.44619513834845
"Archi vs. Georgian",7.86210825751622
"Archi vs. German",5.06512842743854
"Archi vs. Gheg Albanian",4.00686108241422
"Archi vs. Gilaki",1.75306279321814
"Archi vs. Godoberi",5.65673376793141
"Archi vs. Godwari",3.36851092107785
"Archi vs. Gujarati",3.46383771208716
"Archi vs. Gurani",2.61183737504058
"Archi vs. Hakka Chinese",5.2901880576614
"Archi vs. Halbi",1.5892402694585
"Archi vs. Halh Mongolian",3.17820491748706
"Archi vs. Hills Karbi",3.67832610612381
"Archi vs. Hindi",2.2941375591508
"Archi vs. Hinuq",2.43294275654854
"Archi vs. Hmong Njua",4.90262792619744
"Archi vs. Hokkaido Ainu",2.23942583563781
"Archi vs. Honi",4.40093718291407
"Archi vs. Hui Chinese",4.59616052393151
"Archi vs. Hungarian",2.76111311475227
"Archi vs. Icelandic",5.01123526852964
"Archi vs. Ingrian",3.43987337307233
"Archi vs. Irula of the Nilgiri",1.38137116587152
"Archi vs. Italian",4.15521432815716
"Archi vs. Iu Mien",4.4949117397204
"Archi vs. Japanese",4.1189579658926
"Archi vs. Japhug",4.34965847999439
"Archi vs. Jarawa (India)",2.11505936411015
"Archi vs. Jejueo",3.48680886025723
"Archi vs. Jennu Kurumba",1.93003126925334
"Archi vs. Jerung",3.18271606544356
"Archi vs. Jinyu Chinese",5.00485486803463
"Archi vs. Jiongnai Bunu",4.38188880296751
"Archi vs. Kabardian",3.89976297017937
"Archi vs. Kadar",3.36870494468336
"Archi vs. Kado",3.85085815695869
"Archi vs. Kaduo",4.18785844526406
"Archi vs. Kashmiri",2.04732680875905
"Archi vs. Kathmandu Valley Newari",4.14519380402795
"Archi vs. Katso",5.70609239867309
"Archi vs. Kayan Lahwi",4.54194290480832
"Archi vs. Kazakh",1.56483713350424
"Archi vs. Kelantan-Pattani Malay",2.2590119824014
"Archi vs. Ket",2.6275021477558
"Archi vs. Khams Tibetan",4.06507125316283
"Archi vs. Khasi",3.82431938884875
"Archi vs. Khezha Naga",4.98667277223844
"Archi vs. Khinalug",3.40438534897299
"Archi vs. Khmu",3.25842499636716
"Archi vs. Kirghiz",1.33407192354901
"Archi vs. Kirmanjki",1.69429561176196
"Archi vs. Kman",4.87304468266511
"Archi vs. Kodava",2.57125719381768
"Archi vs. Koi",3.16289390819537
"Archi vs. Koireng",3.49159489005806
"Archi vs. Komi-Zyrian",1.46672563638293
"Archi vs. Konda-Dora",1.24964159864483
"Archi vs. Konkan Marathi",3.15051183848039
"Archi vs. Korean",3.29808156264305
"Archi vs. Korku",1.85729024642477
"Archi vs. Korra Koraga",2.36011804996188
"Archi vs. Koryak",2.22299459992591
"Archi vs. Kotia-Adivasi Oriya-Desiya",1.8627939093582
"Archi vs. Kucong",4.6932769438337
"Archi vs. Kui (India)",2.51462546570443
"Archi vs. Kumaoni",3.19745913481783
"Archi vs. Kumarbhag Paharia",1.67534534020577
"Archi vs. Kumyk",1.23926233739883
"Archi vs. Kurtokha",3.51269685796303
"Archi vs. Kuy",2.68080987606861
"Archi vs. Kyerung",3.18443034748303
"Archi vs. Lachi",5.38730291158892
"Archi vs. Ladino",3.87186724021988
"Archi vs. Lahu",5.99072013979937
"Archi vs. Lak",0.839077746295443
"Archi vs. Lakkia",4.7437018418976
"Archi vs. Lambadi",2.69774913061818
"Archi vs. Lamjung-Melamchi Yolmo",3.2377387135285
"Archi vs. Lao",3.22065324873169
"Archi vs. Lashi",3.8425046272458
"Archi vs. Laven",4.05456818442173
"Archi vs. Laz",3.95833915683749
"Archi vs. Leh Ladakhi",2.83009345325134
"Archi vs. Lepcha",4.38240680733846
"Archi vs. Lhomi",3.14023701477853
"Archi vs. Liangmai Naga",4.00608636730031
"Archi vs. Limbu",3.55027390471059
"Archi vs. Lisu",5.07806391883626
"Archi vs. Longchuan Achang",4.31436111543391
"Archi vs. Macedonian",3.64218474957585
"Archi vs. Maithili",4.0436006613489
"Archi vs. Malacca-Batavia Portuguese Creole",3.44358995270879
"Archi vs. Malavedan",2.36026604082949
"Archi vs. Malayalam",3.38222343994571
"Archi vs. Manchu",3.6157901895409
"Archi vs. Mandarin Chinese",3.94843972014066
"Archi vs. Mang",4.28164345379061
"Archi vs. Mangghuer",3.68472121766459
"Archi vs. Manipuri",3.88513346815478
"Archi vs. Mao Naga",5.32380648372752
"Archi vs. Maonan",3.88637953402344
"Archi vs. Maram Naga",3.5223348237995
"Archi vs. Marathi",2.25699335762417
"Archi vs. Marwari (India)",3.00169096668953
"Archi vs. Mewati",3.15046803744209
"Archi vs. Milang",5.18088851423756
"Archi vs. Min Bei Chinese",5.04520816371418
"Archi vs. Min Nan Chinese",4.61533860946601
"Archi vs. Miyako",5.1280444367045
"Archi vs. Mlabri",5.52232078667613
"Archi vs. Modern Greek",4.45066870833741
"Archi vs. Moken",2.41094483127851
"Archi vs. Mon",3.30812386689577
"Archi vs. Mongghul",3.59513145627017
"Archi vs. Moyon",3.37604057314859
"Archi vs. Muduga",2.36863530430865
"Archi vs. Mulam",4.431490016608
"Archi vs. Mundari",2.42794409854379
"Archi vs. Nanai",4.43357538965002
"Archi vs. Narua",4.79172964295234
"Archi vs. Naukan Yupik",2.27184107486375
"Archi vs. Negidal",2.27678817353892
"Archi vs. Neo-Mandaic",3.48483999063468
"Archi vs. Nepali",2.83128066343732
"Archi vs. Nganasan",2.50013899379645
"Archi vs. Nihali",2.85283694007715
"Archi vs. Nimadi",3.19491826648396
"Archi vs. Nocte Naga",3.97334715301077
"Archi vs. North Azerbaijani",1.16478898489452
"Archi vs. North-Central Dargwa",0.618457944111556
"Archi vs. Northeastern Thai",3.20450429304809
"Archi vs. Northern Jinghpaw",3.87414159120679
"Archi vs. Northern Pashto",3.54554453492579
"Archi vs. Northern Pinghua",4.66495561981811
"Archi vs. Northern Pumi",5.30600139998345
"Archi vs. Northern Thai",3.45476491447653
"Archi vs. Northern Yukaghir",1.52556011637508
"Archi vs. Northwestern Kolami",1.55392471124719
"Archi vs. Nung (Myanmar)",4.5842422988967
"Archi vs. Nuristani Kalasha",2.41919009561856
"Archi vs. Nyahkur",3.52374458812374
"Archi vs. Odia",3.69792269359515
"Archi vs. Oki-No-Erabu",3.82971168208463
"Archi vs. Oroch",3.59836626120931
"Archi vs. Ostfränkisch",5.67680361044296
"Archi vs. Pa-Hng",3.75997925956404
"Archi vs. Pacoh",2.52034943415017
"Archi vs. Paite Chin",4.8583503956104
"Archi vs. Pela",3.76818241942211
"Archi vs. Peripheral Mongolian",2.10091708812395
"Archi vs. Phom Naga",3.44578885549803
"Archi vs. Piemontese",3.53638046673057
"Archi vs. Pite Saami",1.87530911839399
"Archi vs. Pnar",3.4997114109108
"Archi vs. Pontic",2.58724428022424
"Archi vs. Portuguese",4.00337092002338
"Archi vs. Pu-Xian Chinese",4.57357857300725
"Archi vs. Purik-Sham-Nubra",3.5827028866155
"Archi vs. Pwo Eastern Karen",4.48406189058639
"Archi vs. Rabha",4.35298581460229
"Archi vs. Rajbanshi",3.29580469947255
"Archi vs. Ravula",1.811901615326
"Archi vs. Russia Buriat",2.46350750897741
"Archi vs. Russian",5.09418470476516
"Archi vs. Rutul",0.582887127534046
"Archi vs. Sadri",1.34287288038127
"Archi vs. Sadu",3.9282235335355
"Archi vs. Sakha",1.80584694646696
"Archi vs. Sangkong",3.56440702890963
"Archi vs. Sani",4.73256603169559
"Archi vs. Santali",2.8483094229995
"Archi vs. Saurashtra",2.14724211762503
"Archi vs. Sedang",4.00506623834919
"Archi vs. Selkup",2.15934163653755
"Archi vs. Semelai",2.13693986399269
"Archi vs. Shixing",4.87644627973282
"Archi vs. Sholaga",2.34059780943244
"Archi vs. Sichuan Yi",5.26471952013027
"Archi vs. Sikkimese",3.79569371923756
"Archi vs. Sindhi",2.36913251543141
"Archi vs. Sinhala",4.41816066883919
"Archi vs. Situ",3.93909300026645
"Archi vs. Solu-Khumbu Sherpa",3.15272060934899
"Archi vs. Sora",2.58997106352775
"Archi vs. South Azerbaijani",2.13923984660271
"Archi vs. South Wa",3.77828190387388
"Archi vs. Southeast Pashayi",3.30634363348153
"Archi vs. Southern Altai",1.72435548633653
"Archi vs. Southern Amami-Oshima",3.82016214367916
"Archi vs. Southern Jinghpaw",3.4068560874523
"Archi vs. Southern Pashto",4.38246330139398
"Archi vs. Southern Pumi",4.74295207723694
"Archi vs. Southern Qiang",5.04163625903024
"Archi vs. Southern Rengma Naga",4.08820596938498
"Archi vs. Southern Yukaghir",1.50115034391843
"Archi vs. Southwestern Dargwa",0.847440504370197
"Archi vs. Sri Lanka Malay",2.98554103685138
"Archi vs. Standard Malay",2.08380050325935
"Archi vs. Stau-Dgebshes",4.92608549532849
"Archi vs. Sui",4.89954333133924
"Archi vs. Sunwar",3.17021913630776
"Archi vs. Tai Do-Mene-Yo",3.31304021315254
"Archi vs. Tamil",1.83011466506892
"Archi vs. Tangam",3.16402273308751
"Archi vs. Tatar",1.55213383065412
"Archi vs. Thado Chin",4.17374800043584
"Archi vs. Thai",3.39014452369299
"Archi vs. Thakali",3.44565965427477
"Archi vs. Thangmi",3.63513593759594
"Archi vs. Thulung",4.06928918895733
"Archi vs. Tibetan",3.41135103688461
"Archi vs. Toda",2.97570759887252
"Archi vs. Tsat",4.60654330075406
"Archi vs. Tsez",1.92552489818943
"Archi vs. Tshangla",3.09180297140385
"Archi vs. Tulu",3.46516810257186
"Archi vs. Tundra Nenets",2.20908392728048
"Archi vs. Tuvinian",1.50087301063322
"Archi vs. Udihe",2.54733350027667
