Lect_vs_Lect,Distance
Bonan vs. Lamjung-Melamchi Yolmo,2.2633135435038
Bonan vs. Lao,2.36647959168971
Bonan vs. Lashi,3.02537465314957
Bonan vs. Laven,3.46003104511682
Bonan vs. Laz,3.74448432657453
Bonan vs. Leh Ladakhi,2.43321748837432
Bonan vs. Lepcha,3.70038236131495
Bonan vs. Lhomi,2.15926031443738
Bonan vs. Liangmai Naga,3.5583754577079
Bonan vs. Limbu,2.49561923536495
Bonan vs. Lisu,4.17769396047848
Bonan vs. Longchuan Achang,3.44359178768424
Bonan vs. Macedonian,3.63704052048021
Bonan vs. Maithili,4.18583206992741
Bonan vs. Malacca-Batavia Portuguese Creole,2.60727976865216
Bonan vs. Malavedan,1.27976793877974
Bonan vs. Malayalam,2.73475652192544
Bonan vs. Manchu,2.51165491294351
Bonan vs. Mandarin Chinese,2.91139943952028
Bonan vs. Mang,3.61092294487016
Bonan vs. Mangghuer,2.42997403576349
Bonan vs. Manipuri,3.09186498421311
Bonan vs. Mao Naga,4.01800862870669
Bonan vs. Maonan,2.92785102029155
Bonan vs. Maram Naga,2.77097361149156
Bonan vs. Marathi,1.20010264916098
Bonan vs. Marwari (India),2.21951750083842
Bonan vs. Mewati,2.1679358127826
Bonan vs. Milang,4.532192030064
Bonan vs. Min Bei Chinese,4.2124144761477
Bonan vs. Min Nan Chinese,3.93292746818767
Bonan vs. Miyako,4.51444689056677
Bonan vs. Mlabri,5.14813731361743
Bonan vs. Modern Greek,3.85222467357338
Bonan vs. Moken,1.07829527585008
Bonan vs. Mon,2.33057866877796
Bonan vs. Mongghul,2.68854238502592
Bonan vs. Moyon,2.33107467907226
Bonan vs. Muduga,1.30868039100438
Bonan vs. Mulam,3.6025546868532
Bonan vs. Mundari,0.991373804473865
Bonan vs. Nanai,3.45843141743774
Bonan vs. Narua,3.27756887371851
Bonan vs. Naukan Yupik,0.676416295836542
Bonan vs. Negidal,0.751384244540188
Bonan vs. Neo-Mandaic,3.99548903632255
Bonan vs. Nepali,2.89466609405262
Bonan vs. Nganasan,1.2123297501567
Bonan vs. Nihali,2.46601483419446
Bonan vs. Nimadi,3.35538012710598
Bonan vs. Nocte Naga,2.97191254356284
Bonan vs. North Azerbaijani,2.29708289123394
Bonan vs. North-Central Dargwa,2.04155083072527
Bonan vs. Northeastern Thai,2.34942030146409
Bonan vs. Northern Jinghpaw,2.95854954382797
Bonan vs. Northern Pashto,3.49325350915015
Bonan vs. Northern Pinghua,3.99892682647762
Bonan vs. Northern Pumi,3.7739020712544
Bonan vs. Northern Thai,2.58732077501797
Bonan vs. Northern Yukaghir,0.971196405802517
Bonan vs. Northwestern Kolami,2.36845163778017
Bonan vs. Nung (Myanmar),3.90589765278455
Bonan vs. Nuristani Kalasha,2.08278972528377
Bonan vs. Nyahkur,2.76916272324591
Bonan vs. Odia,2.44280030454057
Bonan vs. Oki-No-Erabu,2.99066061347468
Bonan vs. Oroch,2.94180033601815
Bonan vs. Ostfränkisch,6.65021194702023
Bonan vs. Pa-Hng,2.52120018576112
Bonan vs. Pacoh,1.66708351250748
Bonan vs. Paite Chin,4.36328293751622
Bonan vs. Pela,2.85612649676468
Bonan vs. Peripheral Mongolian,2.36819331980026
Bonan vs. Phom Naga,2.57702095100251
Bonan vs. Piemontese,3.57903220768917
Bonan vs. Pite Saami,1.8199313679915
Bonan vs. Pnar,2.75338643908526
Bonan vs. Pontic,2.67721052725203
Bonan vs. Portuguese,3.16808560861775
Bonan vs. Pu-Xian Chinese,3.51583254713316
Bonan vs. Purik-Sham-Nubra,3.25701033093273
Bonan vs. Pwo Eastern Karen,3.15925631207622
Bonan vs. Rabha,3.70035586733466
Bonan vs. Rajbanshi,2.46434111477652
Bonan vs. Ravula,0.683928675118304
Bonan vs. Russia Buriat,1.50800911996925
Bonan vs. Russian,5.46090740768311
Bonan vs. Rutul,2.04112261405301
Bonan vs. Sadri,1.43950666979536
Bonan vs. Sadu,2.71616162309834
Bonan vs. Sakha,1.54142279242556
Bonan vs. Sangkong,2.55056082972338
Bonan vs. Sani,3.20701153997324
Bonan vs. Santali,2.29404809775334
Bonan vs. Saurashtra,2.20344674014782
Bonan vs. Sedang,3.47377333872897
Bonan vs. Selkup,0.658232067903288
Bonan vs. Semelai,0.694107780852278
Bonan vs. Shixing,3.84169421673605
Bonan vs. Sholaga,1.24254186603544
Bonan vs. Sichuan Yi,3.79776210264671
Bonan vs. Sikkimese,3.01253077495264
Bonan vs. Sindhi,1.90027541725714
Bonan vs. Sinhala,4.15022917679157
Bonan vs. Situ,3.71212286216941
Bonan vs. Solu-Khumbu Sherpa,2.16647070456594
Bonan vs. Sora,1.63968345143061
Bonan vs. South Azerbaijani,0.649644337464849
Bonan vs. South Wa,2.85560188188057
Bonan vs. Southeast Pashayi,2.79576996770699
Bonan vs. Southern Altai,0.87233616429325
Bonan vs. Southern Amami-Oshima,3.14918669032206
Bonan vs. Southern Jinghpaw,2.44307529213657
Bonan vs. Southern Pashto,3.9108468384345
Bonan vs. Southern Pumi,3.81581758795975
Bonan vs. Southern Qiang,4.21610775890686
Bonan vs. Southern Rengma Naga,3.2235839072772
Bonan vs. Southern Yukaghir,1.1230344338292
Bonan vs. Southwestern Dargwa,2.19216099169174
Bonan vs. Sri Lanka Malay,2.14820263284739
Bonan vs. Standard Malay,0.500933796236341
Bonan vs. Stau-Dgebshes,4.15643461942618
Bonan vs. Sui,4.16472727058362
Bonan vs. Sunwar,3.03291872241711
Bonan vs. Tai Do-Mene-Yo,2.48456550598734
Bonan vs. Tamil,1.5381326151607
Bonan vs. Tangam,1.73097558961531
Bonan vs. Tatar,1.07687443511788
Bonan vs. Thado Chin,3.38289275595167
Bonan vs. Thai,2.60810662869132
Bonan vs. Thakali,2.52430093343226
Bonan vs. Thangmi,2.8129598044641
Bonan vs. Thulung,3.25455296361643
Bonan vs. Tibetan,2.27579969647324
Bonan vs. Toda,2.24348298358454
Bonan vs. Tsat,3.95565873458317
Bonan vs. Tsez,0.534210472358794
Bonan vs. Tshangla,1.97601790748496
Bonan vs. Tulu,2.73323866401781
Bonan vs. Tundra Nenets,0.493774024946598
Bonan vs. Tuvinian,0.71295294699644
Bonan vs. Udihe,0.627354396533985
Bonan vs. Uighur,1.61321820393559
Bonan vs. Vaagri Booli,1.71212525836751
Bonan vs. Vach-Vasjugan,0.612373475811612
Bonan vs. Varhadi-Nagpuri,1.70976143861828
Bonan vs. Vietnamese,2.97238281085993
Bonan vs. Waddar,2.72986934105063
Bonan vs. Wambule,2.86779652397136
Bonan vs. Wayu,1.2559756439086
Bonan vs. Welsh,4.0030397634587
Bonan vs. West Yugur,1.99544000280003
Bonan vs. Western Armenian,3.38230042414626
Bonan vs. Western Magar,2.45340397882886
Bonan vs. Western Muya,3.04158027010902
Bonan vs. Western Ong-Be,3.88489349948709
Bonan vs. Western Parbate Kham,3.25910018682554
Bonan vs. Western Puroik,5.11504997738802
Bonan vs. Western Tamang,3.22884125472718
Bonan vs. Western Xiangxi Miao,3.11264354265563
Bonan vs. Westphalic,4.5390943714019
Bonan vs. Wu Chinese,3.36100444235212
Bonan vs. Wuding-Luquan Yi,4.88410954074388
Bonan vs. Wutunhua,2.1593615953647
Bonan vs. Yakkha,3.0776410716425
Bonan vs. Yerong-Southern Buyang,3.309125215227
Bonan vs. Yongbei Zhuang,3.01671944389155
Bonan vs. Youle Jinuo,3.3735261807311
Bonan vs. Yue Chinese,2.34904650313514
Bonan vs. Zaiwa,2.88175167606813
Bonan vs. Zauzou,3.64193696077604
Bonan vs. Zbu,4.0351524772428
Bonan vs. Zeme Naga,3.00067433900054
Budukh vs. Budukh,0
Budukh vs. Bugan,4.29219559218104
Budukh vs. Bujhyal,3.15212233590079
Budukh vs. Bulo Stieng,1.92996014755954
Budukh vs. Bunan,2.0803811431559
Budukh vs. Burmese,4.65910792385458
Budukh vs. Burushaski,0.96504124935744
Budukh vs. Cao Miao,3.79424842167874
Budukh vs. Catalan,3.49391863724591
Budukh vs. Central Bai,5.10091757729814
Budukh vs. Central Chong,3.66859328130855
Budukh vs. Central Hongshuihe Zhuang,4.04300349504601
Budukh vs. Central Khmer,5.42875938134213
Budukh vs. Chak,7.26031595203307
Budukh vs. Chintang,2.34706244471362
Budukh vs. Chitwania Tharu,3.8224884698442
Budukh vs. Chong of Chanthaburi,3.19541839386261
Budukh vs. Chothe,2.87717817147692
Budukh vs. Chukchi,1.9642462979186
Budukh vs. Chut,3.37364121086261
Budukh vs. Chuvash,0.605410642188824
Budukh vs. Cosao,3.66366981622917
Budukh vs. Cypriot Arabic,3.33158272930081
Budukh vs. Daai Chin,3.80456962719522
Budukh vs. Dagur,1.83416365993062
Budukh vs. Daman-Diu Portuguese,2.99145804732009
Budukh vs. Dandami Maria,1.97644098875064
Budukh vs. Danish,3.10369916020566
Budukh vs. Daohua,4.99154457046486
Budukh vs. Dari,2.04336727214851
Budukh vs. Darma,3.24299101719197
Budukh vs. Deori,2.90974208322733
Budukh vs. Dhimal,3.34074152272781
Budukh vs. Dhivehi,1.95089525516671
Budukh vs. Domari,2.9317118558138
Budukh vs. Dongxiang,3.33075884230036
Budukh vs. Duhumbi,1.8355528429749
Budukh vs. Dumi,3.60994001383961
Budukh vs. Dungan,4.85575028879545
Budukh vs. Duoluo Gelao,4.49343688969994
Budukh vs. Dutch,2.80627912421106
Budukh vs. Dzongkha,1.89178336584002
Budukh vs. E,4.49931996243981
Budukh vs. Eastern Katu,2.64406538503833
Budukh vs. Eastern Kayah,4.87687271695675
Budukh vs. Eastern Magar,5.08417216310844
Budukh vs. Eastern Newari,3.32624615458971
Budukh vs. Eastern Panjabi,2.97659046063316
Budukh vs. Eastern Tamang,3.82150934514707
Budukh vs. Enu,5.02851062212854
Budukh vs. Ersu,5.34349447648
Budukh vs. Estonian Swedish,3.11207268710913
Budukh vs. Evenki,0.749884128954224
Budukh vs. Forest Enets,4.04922190999041
Budukh vs. French,4.65381248341493
Budukh vs. Friulian,3.09790391251801
Budukh vs. Galo,3.01262154849798
Budukh vs. Gan Chinese,4.52710417687818
Budukh vs. Gata',3.13457311546143
Budukh vs. Georgian,7.70989736941793
Budukh vs. German,4.80548773925877
Budukh vs. Gheg Albanian,3.85074124795384
Budukh vs. Gilaki,1.35162792113008
Budukh vs. Godoberi,5.49336814837029
Budukh vs. Godwari,3.10712905721747
Budukh vs. Gujarati,3.2794575768218
Budukh vs. Gurani,2.30712353665432
Budukh vs. Hakka Chinese,5.11773958296093
Budukh vs. Halbi,1.10921939506999
Budukh vs. Halh Mongolian,3.19215255058156
Budukh vs. Hills Karbi,3.45088314285695
Budukh vs. Hindi,1.86006697601029
Budukh vs. Hinuq,2.2564190737333
Budukh vs. Hmong Njua,4.79179825145107
Budukh vs. Hokkaido Ainu,2.0546178033484
Budukh vs. Honi,4.20922979339892
Budukh vs. Hui Chinese,4.30432552324112
Budukh vs. Hungarian,2.51566535330966
Budukh vs. Icelandic,4.7642005079639
Budukh vs. Ingrian,3.11150426764068
Budukh vs. Irula of the Nilgiri,1.15213719461023
Budukh vs. Italian,3.89268308232999
Budukh vs. Iu Mien,4.37084691144004
Budukh vs. Japanese,3.77982346669118
Budukh vs. Japhug,4.25033741902869
Budukh vs. Jarawa (India),1.80373158051499
Budukh vs. Jejueo,3.19933403120068
Budukh vs. Jennu Kurumba,1.52165754753016
Budukh vs. Jerung,2.94582695060945
Budukh vs. Jinyu Chinese,4.81138498085251
Budukh vs. Jiongnai Bunu,4.14517070197345
Budukh vs. Kabardian,3.76915070473671
Budukh vs. Kadar,3.12992793885935
Budukh vs. Kado,3.5658535222135
Budukh vs. Kaduo,4.02262643529312
Budukh vs. Kashmiri,1.68541740502172
Budukh vs. Kathmandu Valley Newari,3.28334851207194
Budukh vs. Katso,5.60196679534233
Budukh vs. Kayan Lahwi,4.42547931682522
Budukh vs. Kazakh,0.887328842030841
Budukh vs. Kelantan-Pattani Malay,1.90161920573908
Budukh vs. Ket,2.45028502883152
Budukh vs. Khams Tibetan,3.76834940613269
Budukh vs. Khasi,3.57555292259272
Budukh vs. Khezha Naga,4.87895208883357
Budukh vs. Khinalug,3.25457187506608
Budukh vs. Khmu,3.02964606290963
Budukh vs. Kirghiz,0.643036452671726
Budukh vs. Kirmanjki,1.34729201494392
Budukh vs. Kman,4.68961252951462
Budukh vs. Kodava,2.22002237736192
Budukh vs. Koi,2.91112540704298
Budukh vs. Koireng,3.30726512906287
Budukh vs. Komi-Zyrian,0.869397189940028
Budukh vs. Konda-Dora,0.729958959283504
Budukh vs. Konkan Marathi,2.72115426065076
Budukh vs. Korean,2.99013499464561
Budukh vs. Korku,1.55686508560551
Budukh vs. Korra Koraga,2.02965558046536
Budukh vs. Koryak,1.85548544501213
Budukh vs. Kotia-Adivasi Oriya-Desiya,1.35795375750138
Budukh vs. Kucong,4.54350882615415
Budukh vs. Kui (India),2.18842806844248
Budukh vs. Kumaoni,2.92645862351207
Budukh vs. Kumarbhag Paharia,1.37038428895862
Budukh vs. Kumyk,0.793126789211234
Budukh vs. Kurtokha,3.32696057789452
Budukh vs. Kuy,2.48907015545317
Budukh vs. Kyerung,2.99870180884291
Budukh vs. Lachi,5.29549739381023
Budukh vs. Ladino,3.61889652340957
Budukh vs. Lahu,5.86100539383912
Budukh vs. Lak,0.760056613419804
Budukh vs. Lakkia,4.55571564716224
Budukh vs. Lambadi,2.35142715741682
Budukh vs. Lamjung-Melamchi Yolmo,3.11023551268892
Budukh vs. Lao,3.02867591683068
Budukh vs. Lashi,3.57453389274794
Budukh vs. Laven,3.87784967368122
Budukh vs. Laz,3.73060555990424
Budukh vs. Leh Ladakhi,2.5595860506014
Budukh vs. Lepcha,4.11015750497637
Budukh vs. Lhomi,2.85529369490872
Budukh vs. Liangmai Naga,3.79865593983725
Budukh vs. Limbu,3.2608731950214
Budukh vs. Lisu,4.84198376388536
Budukh vs. Longchuan Achang,4.10387767866804
Budukh vs. Macedonian,3.42154127791974
Budukh vs. Maithili,3.81954591724811
Budukh vs. Malacca-Batavia Portuguese Creole,3.19335277161968
Budukh vs. Malavedan,2.1636422340302
Budukh vs. Malayalam,3.17074074084343
Budukh vs. Manchu,3.32115310317948
Budukh vs. Mandarin Chinese,3.78372905558193
Budukh vs. Mang,4.0815991749348
Budukh vs. Mangghuer,3.56021415022295
Budukh vs. Manipuri,3.65358771281574
Budukh vs. Mao Naga,5.20979410127188
Budukh vs. Maonan,3.70426872692842
Budukh vs. Maram Naga,3.3241646141452
Budukh vs. Marathi,2.00239720133661
Budukh vs. Marwari (India),2.79832687350101
Budukh vs. Mewati,1.97960911111456
Budukh vs. Milang,4.94949053143166
Budukh vs. Min Bei Chinese,4.84229533358085
Budukh vs. Min Nan Chinese,4.41769044558278
Budukh vs. Miyako,4.92261290734814
Budukh vs. Mlabri,5.40425754235989
Budukh vs. Modern Greek,4.24115158357523
Budukh vs. Moken,2.16110553460663
Budukh vs. Mon,3.1066735877626
Budukh vs. Mongghul,3.2799728077011
Budukh vs. Moyon,3.09180215529026
Budukh vs. Muduga,2.10530392927424
Budukh vs. Mulam,4.20936499321187
Budukh vs. Mundari,2.05067678920379
Budukh vs. Nanai,4.18439320471894
Budukh vs. Narua,4.69049664077975
Budukh vs. Naukan Yupik,1.92683101882749
Budukh vs. Negidal,1.87224311598158
Budukh vs. Neo-Mandaic,3.40214704942958
Budukh vs. Nepali,2.66051868042887
Budukh vs. Nganasan,2.14029049212877
Budukh vs. Nihali,2.60746468677684
Budukh vs. Nimadi,3.00674735817373
Budukh vs. Nocte Naga,3.70777022229492
Budukh vs. North Azerbaijani,0.877051698103002
Budukh vs. North-Central Dargwa,0.629125342612093
Budukh vs. Northeastern Thai,3.00949501737615
Budukh vs. Northern Jinghpaw,3.62725872074828
Budukh vs. Northern Pashto,3.34262140537785
Budukh vs. Northern Pinghua,4.49791873564003
Budukh vs. Northern Pumi,5.1433729570003
Budukh vs. Northern Thai,3.29139156023673
Budukh vs. Northern Yukaghir,1.16766895299849
Budukh vs. Northwestern Kolami,1.16085026809835
Budukh vs. Nung (Myanmar),4.25764444109697
Budukh vs. Nuristani Kalasha,2.12795883776026
Budukh vs. Nyahkur,3.32273124446283
Budukh vs. Odia,3.3188201406135
Budukh vs. Oki-No-Erabu,3.60860948408523
Budukh vs. Oroch,3.36325890080659
Budukh vs. Ostfränkisch,5.39104858983513
Budukh vs. Pa-Hng,3.52761165836984
Budukh vs. Pacoh,2.33155790423683
Budukh vs. Paite Chin,4.6107737793142
Budukh vs. Pela,3.48243010286583
Budukh vs. Peripheral Mongolian,1.65994117978236
Budukh vs. Phom Naga,3.15202780921866
Budukh vs. Piemontese,3.29139831609052
Budukh vs. Pite Saami,1.63116468195233
Budukh vs. Pnar,3.2877312641624
Budukh vs. Pontic,2.32216981108913
Budukh vs. Portuguese,3.72711565546861
Budukh vs. Pu-Xian Chinese,4.3140670404331
Budukh vs. Purik-Sham-Nubra,3.35729155407101
Budukh vs. Pwo Eastern Karen,4.216593072674
Budukh vs. Rabha,4.13679953652599
Budukh vs. Rajbanshi,3.04744657592735
Budukh vs. Ravula,1.26826284375705
Budukh vs. Russia Buriat,2.03555805518858
Budukh vs. Russian,4.90430048706941
Budukh vs. Rutul,0.53031075407457
Budukh vs. Sadri,0.98024861370838
Budukh vs. Sadu,3.61702029587261
Budukh vs. Sakha,1.28908454401177
Budukh vs. Sangkong,3.33247868445504
Budukh vs. Sani,4.63401920389295
Budukh vs. Santali,2.5916463289306
Budukh vs. Saurashtra,1.81606296631527
Budukh vs. Sedang,3.7486487328549
Budukh vs. Selkup,1.80275526047944
Budukh vs. Semelai,1.88395649985198
Budukh vs. Shixing,4.70602088637824
Budukh vs. Sholaga,2.06199116638642
Budukh vs. Sichuan Yi,5.12234580288447
Budukh vs. Sikkimese,3.58411157658945
Budukh vs. Sindhi,2.0052505840782
Budukh vs. Sinhala,4.17581794249327
Budukh vs. Situ,3.72342551332483
Budukh vs. Solu-Khumbu Sherpa,2.87106736846491
Budukh vs. Sora,2.3830154395995
Budukh vs. South Azerbaijani,1.72849677010402
Budukh vs. South Wa,3.5451536987166
Budukh vs. Southeast Pashayi,3.05103953920786
Budukh vs. Southern Altai,1.25129667144406
Budukh vs. Southern Amami-Oshima,3.62719087397784
Budukh vs. Southern Jinghpaw,3.20782473549219
Budukh vs. Southern Pashto,4.22033466210385
Budukh vs. Southern Pumi,4.51361851771011
Budukh vs. Southern Qiang,4.85729959431228
Budukh vs. Southern Rengma Naga,3.83656030977746
Budukh vs. Southern Yukaghir,1.10605700430828
Budukh vs. Southwestern Dargwa,0.87423156752969
Budukh vs. Sri Lanka Malay,2.81210857390599
Budukh vs. Standard Malay,1.85462648791338
Budukh vs. Stau-Dgebshes,4.68857181120021
Budukh vs. Sui,4.71887291475877
Budukh vs. Sunwar,2.96881687942724
Budukh vs. Tai Do-Mene-Yo,3.13214636442518
Budukh vs. Tamil,1.470714829514
Budukh vs. Tangam,2.81403369543305
Budukh vs. Tatar,0.852087837540408
Budukh vs. Thado Chin,3.9444699816557
Budukh vs. Thai,3.24386209223927
Budukh vs. Thakali,3.2647346013907
Budukh vs. Thangmi,3.41839425718014
Budukh vs. Thulung,3.84618000201963
Budukh vs. Tibetan,3.16740669808116
Budukh vs. Toda,2.72087558411853
Budukh vs. Tsat,4.43346485024966
Budukh vs. Tsez,1.73997826030241
Budukh vs. Tshangla,2.84853880857687
Budukh vs. Tulu,3.25959940723877
Budukh vs. Tundra Nenets,1.85569598379627
Budukh vs. Tuvinian,0.997416526628529
Budukh vs. Udihe,2.18684427807071
Budukh vs. Uighur,0.524963275978475
Budukh vs. Vaagri Booli,2.35565366662053
Budukh vs. Vach-Vasjugan,1.84764619534244
Budukh vs. Varhadi-Nagpuri,2.16280001269221
Budukh vs. Vietnamese,3.64259622907217
Budukh vs. Waddar,2.26343492724923
Budukh vs. Wambule,3.45129672930347
Budukh vs. Wayu,2.20908139844157
Budukh vs. Welsh,3.27478688668654
Budukh vs. West Yugur,1.80721611889634
Budukh vs. Western Armenian,2.3458227044393
Budukh vs. Western Magar,3.30339798333981
Budukh vs. Western Muya,4.55235053634741
Budukh vs. Western Ong-Be,4.38557561920487
Budukh vs. Western Parbate Kham,3.78275238644436
Budukh vs. Western Puroik,5.53519465870617
Budukh vs. Western Tamang,3.74780382585638
Budukh vs. Western Xiangxi Miao,4.57592414398912
Budukh vs. Westphalic,3.27543987582798
Budukh vs. Wu Chinese,4.0942604729163
Budukh vs. Wuding-Luquan Yi,5.92926117258974
Budukh vs. Wutunhua,3.44345125839615
Budukh vs. Yakkha,3.80682241466006
Budukh vs. Yerong-Southern Buyang,3.95144221721796
Budukh vs. Yongbei Zhuang,3.65988453950961
Budukh vs. Youle Jinuo,4.39512037302685
Budukh vs. Yue Chinese,2.9747551574197
Budukh vs. Zaiwa,3.60681873689586
Budukh vs. Zauzou,4.93007279530826
Budukh vs. Zbu,4.49213914333364
Budukh vs. Zeme Naga,3.63698041027913
Bugan vs. Bugan,0
Bugan vs. Bujhyal,3.14744587734145
Bugan vs. Bulo Stieng,2.55978304562871
Bugan vs. Bunan,3.60149372292232
Bugan vs. Burmese,2.30499528522193
Bugan vs. Burushaski,4.15798602121737
Bugan vs. Cao Miao,1.41115221878554
Bugan vs. Catalan,3.51890913420805
Bugan vs. Central Bai,2.06097327304372
Bugan vs. Central Chong,2.45875451999855
Bugan vs. Central Hongshuihe Zhuang,1.12314702489423
Bugan vs. Central Khmer,3.83562297833983
Bugan vs. Chak,6.98193098447777
Bugan vs. Chintang,3.549344247441
Bugan vs. Chitwania Tharu,3.84681799210278
Bugan vs. Chong of Chanthaburi,2.33327775521368
Bugan vs. Chothe,2.96145950911323
Bugan vs. Chukchi,3.65128828244376
Bugan vs. Chut,2.23073702261766
Bugan vs. Chuvash,4.27620618871569
Bugan vs. Cosao,0.737341640687332
Bugan vs. Cypriot Arabic,4.63026370043979
Bugan vs. Daai Chin,2.95954154504582
Bugan vs. Dagur,3.6280084397352
Bugan vs. Daman-Diu Portuguese,3.68281524303364
Bugan vs. Dandami Maria,4.78241387655592
Bugan vs. Danish,5.4010146939619
Bugan vs. Daohua,1.77173655922838
Bugan vs. Dari,2.90216011919005
Bugan vs. Darma,3.31201010965388
Bugan vs. Deori,2.92781525456528
Bugan vs. Dhimal,3.31063108294367
Bugan vs. Dhivehi,2.59606211102969
Bugan vs. Domari,4.36909321493831
Bugan vs. Dongxiang,4.25526254704168
Bugan vs. Duhumbi,3.71607138248499
Bugan vs. Dumi,3.48856439948258
Bugan vs. Dungan,0.805563240197676
Bugan vs. Duoluo Gelao,0.722553676510768
Bugan vs. Dutch,4.04213313585014
Bugan vs. Dzongkha,3.64218818582574
Bugan vs. E,2.1766950018805
Bugan vs. Eastern Katu,3.02123907246776
Bugan vs. Eastern Kayah,2.29760276864149
Bugan vs. Eastern Magar,4.97535069761349
Bugan vs. Eastern Newari,3.3373863016853
Bugan vs. Eastern Panjabi,2.87406998715121
Bugan vs. Eastern Tamang,2.51698276104291
Bugan vs. Enu,1.81311630174193
Bugan vs. Ersu,2.59008695101442
Bugan vs. Estonian Swedish,4.18142111886556
Bugan vs. Evenki,3.78547044296749
Bugan vs. Forest Enets,3.07725192588667
Bugan vs. French,4.91244099039766
Bugan vs. Friulian,5.22349409944575
Bugan vs. Galo,2.91204795725232
Bugan vs. Gan Chinese,0.770757864247649
Bugan vs. Gata',3.62430669987126
Bugan vs. Georgian,8.31008867364136
Bugan vs. German,6.64901187115812
Bugan vs. Gheg Albanian,6.02753370775615
Bugan vs. Gilaki,4.26777330930679
Bugan vs. Godoberi,3.27680134715005
Bugan vs. Godwari,3.20023763361525
Bugan vs. Gujarati,5.39922743285869
Bugan vs. Gurani,5.12074062873506
Bugan vs. Hakka Chinese,1.08027973548533
Bugan vs. Halbi,4.07213329412632
Bugan vs. Halh Mongolian,5.44107499484245
Bugan vs. Hills Karbi,1.66076085310767
Bugan vs. Hindi,3.97382189997225
Bugan vs. Hinuq,2.95007374833947
Bugan vs. Hmong Njua,2.2672708158838
Bugan vs. Hokkaido Ainu,3.6220524631817
Bugan vs. Honi,0.797027251994615
Bugan vs. Hui Chinese,0.932075416227828
Bugan vs. Hungarian,5.16153451927307
Bugan vs. Icelandic,4.73901799908634
Bugan vs. Ingrian,2.45222942261917
Bugan vs. Irula of the Nilgiri,4.29283889792187
Bugan vs. Italian,3.48115327197197
Bugan vs. Iu Mien,2.34204913654491
Bugan vs. Japanese,3.28866776154643
Bugan vs. Japhug,5.13583995632922
Bugan vs. Jarawa (India),3.56658720962067
Bugan vs. Jejueo,2.60537269230463
Bugan vs. Jennu Kurumba,3.85505752760253
Bugan vs. Jerung,2.62445228718168
Bugan vs. Jinyu Chinese,1.02894429102163
Bugan vs. Jiongnai Bunu,2.37300083430429
Bugan vs. Kabardian,5.09189248639161
Bugan vs. Kadar,3.01311843498862
Bugan vs. Kado,2.34821974813936
Bugan vs. Kaduo,0.797289915276812
Bugan vs. Kashmiri,3.0339135147819
Bugan vs. Kathmandu Valley Newari,3.43984214569963
Bugan vs. Katso,1.89671215246497
Bugan vs. Kayan Lahwi,1.49135099174727
Bugan vs. Kazakh,4.05400550206095
Bugan vs. Kelantan-Pattani Malay,3.50142040481817
Bugan vs. Ket,4.12064507951571
Bugan vs. Khams Tibetan,1.55039063701469
Bugan vs. Khasi,4.85751815188324
Bugan vs. Khezha Naga,1.97656103643325
Bugan vs. Khinalug,5.64529248881199
Bugan vs. Khmu,2.84283258784515
Bugan vs. Kirghiz,3.94286053407829
Bugan vs. Kirmanjki,3.13824286159326
Bugan vs. Kman,1.72038311995631
Bugan vs. Kodava,4.05062404119457
Bugan vs. Koi,2.92163309273562
Bugan vs. Koireng,1.55542248774973
Bugan vs. Komi-Zyrian,4.09847743741357
Bugan vs. Konda-Dora,3.93709001190524
Bugan vs. Konkan Marathi,4.47425561370254
Bugan vs. Korean,2.60349144013764
Bugan vs. Korku,3.98917007195984
Bugan vs. Korra Koraga,4.14269667284104
Bugan vs. Koryak,3.56804220086573
Bugan vs. Kotia-Adivasi Oriya-Desiya,3.83686338100082
Bugan vs. Kucong,0.606647946050805
Bugan vs. Kui (India),4.26562273119012
Bugan vs. Kumaoni,4.09965047593653
Bugan vs. Kumarbhag Paharia,4.68933448292162
Bugan vs. Kumyk,4.32199170144825
Bugan vs. Kurtokha,1.88781188529517
Bugan vs. Kuy,2.76310231888078
Bugan vs. Kyerung,2.92743380840534
Bugan vs. Lachi,1.90988250298567
Bugan vs. Ladino,3.07496449808482
Bugan vs. Lahu,1.83588281658093
Bugan vs. Lak,4.49174871503795
Bugan vs. Lakkia,1.74222462256256
Bugan vs. Lambadi,4.18190640670635
Bugan vs. Lamjung-Melamchi Yolmo,3.07691104224005
Bugan vs. Lao,1.40626278456859
Bugan vs. Lashi,0.763544159369178
Bugan vs. Laven,4.05639535081339
Bugan vs. Laz,5.31362386811899
Bugan vs. Leh Ladakhi,4.45868530880275
Bugan vs. Lepcha,4.143201880134
Bugan vs. Lhomi,3.0562348037046
Bugan vs. Liangmai Naga,1.95567371085695
Bugan vs. Limbu,4.35472217980002
Bugan vs. Lisu,2.17449989524531
Bugan vs. Longchuan Achang,1.72871297348082
Bugan vs. Macedonian,5.20167030705865
Bugan vs. Maithili,3.74786526162592
Bugan vs. Malacca-Batavia Portuguese Creole,2.6052519952193
Bugan vs. Malavedan,3.8515053140307
Bugan vs. Malayalam,3.73037356241994
Bugan vs. Manchu,2.32119882265518
Bugan vs. Mandarin Chinese,1.34809588656961
Bugan vs. Mang,0.957577754024173
Bugan vs. Mangghuer,4.31894799673198
Bugan vs. Manipuri,3.8550806377343
Bugan vs. Mao Naga,2.55937977445496
